Booking Date,Origin,Destination,Departure Date,Departure Day,Arrival Date,Arrival Day,Trip Duration,Price,Airline,stops - outbound,stops - return,duration - inbound,duration - return,Origin_Holiday_Season,Origin_Peak_Season,Dest_Holiday_Season,Dest_Peak_Season,On_Holiday,On_Peak,Unnamed: 20
2025-03-04,YYZ,YUL,2025-06-11,Wednesday,2025-07-11,Friday,30,449.0,"Air Transat, WestJet • Operated by Porter Airlines",direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,DOH,2025-04-23,Wednesday,2025-05-23,Friday,30,1342.0,Royal Air Maroc,1 stop,1 stop,12h 40m,13h 50m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-18,Wednesday,2025-06-21,Saturday,3,269.0,WestJet,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-18,Wednesday,2025-06-23,Monday,5,269.0,WestJet,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-18,Wednesday,2025-06-25,Wednesday,7,269.0,WestJet,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YFC,2025-06-25,Wednesday,2025-07-09,Wednesday,14,808.0,Porter Airlines • Operated by Porter Airlines Inc,1 stop,1 stop,1h 50m,2h 00m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-18,Wednesday,2025-06-28,Saturday,10,455.0,"Air Transat, WestJet • Operated by Porter Airlines",direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-18,Wednesday,2025-07-02,Wednesday,14,475.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-25,Wednesday,2025-06-28,Saturday,3,475.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-25,Wednesday,2025-06-30,Monday,5,475.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-25,Wednesday,2025-07-02,Wednesday,7,475.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-25,Wednesday,2025-07-05,Saturday,10,475.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-25,Wednesday,2025-07-09,Wednesday,14,466.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-06-25,Wednesday,2025-07-25,Friday,30,466.0,Air Transat • Operated by Porter Airlines,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-02,Wednesday,2025-07-05,Saturday,3,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 20m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-02,Wednesday,2025-07-07,Monday,5,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-02,Wednesday,2025-07-09,Wednesday,7,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-02,Wednesday,2025-07-12,Saturday,10,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 20m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-02,Wednesday,2025-07-16,Wednesday,14,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-02,Wednesday,2025-08-01,Friday,30,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-09,Wednesday,2025-07-12,Saturday,3,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-09,Wednesday,2025-07-14,Monday,5,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-09,Wednesday,2025-07-16,Wednesday,7,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-09,Wednesday,2025-07-19,Saturday,10,518.0,Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-09,Wednesday,2025-07-23,Wednesday,14,518.0,Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-09,Wednesday,2025-08-08,Friday,30,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-16,Wednesday,2025-07-19,Saturday,3,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-16,Wednesday,2025-07-21,Monday,5,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-16,Wednesday,2025-07-23,Wednesday,7,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-16,Wednesday,2025-07-26,Saturday,10,541.0,Porter Airlines,direct,direct,1h 22m,1h 28m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-16,Wednesday,2025-07-30,Wednesday,14,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-16,Wednesday,2025-08-15,Friday,30,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-23,Wednesday,2025-07-26,Saturday,3,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,YUL,2025-07-23,Wednesday,2025-07-28,Monday,5,518.0,Porter Airlines,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-05,Wednesday,2025-03-08,Saturday,3,1924.0,Air Canada,direct,direct,4h 13m,3h 44m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-05,Wednesday,2025-03-10,Monday,5,1904.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,4h 13m,7h 05m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-05,Wednesday,2025-03-12,Wednesday,7,1802.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,8h 23m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-05,Wednesday,2025-03-15,Saturday,10,1781.0,Air Canada,direct,direct,4h 13m,3h 44m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-05,Wednesday,2025-03-19,Wednesday,14,1485.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,6h 54m,9h 06m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-05,Wednesday,2025-04-04,Friday,30,1367.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,4h 13m,11h 15m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-12,Wednesday,2025-03-15,Saturday,3,1669.0,Air Canada,direct,direct,4h 13m,3h 44m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-05,Wednesday,2025-03-08,Saturday,3,2545.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-12,Wednesday,2025-03-17,Monday,5,1749.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,8h 14m,7h 27m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-12,Wednesday,2025-03-19,Wednesday,7,879.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,9h 04m,7h 05m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-12,Wednesday,2025-03-22,Saturday,10,1445.0,WestJet • Operated by Westjet Encore,1 stop,2 stops,8h 14m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-05,Wednesday,2025-03-15,Saturday,10,2871.0,Lufthansa • Operated by Oman Air,1 stop,2 stops,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-05,Wednesday,2025-03-19,Wednesday,14,2136.0,Etihad Airways,1 stop,1 stop,22h 25m,17h 50m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-12,Wednesday,2025-03-26,Wednesday,14,727.0,"Porter Airlines, WestJet • Operated by Westjet Encore",1 stop,1 stop,9h 04m,7h 05m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-12,Wednesday,2025-04-11,Friday,30,1255.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,4h 13m,11h 15m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-05,Wednesday,2025-04-04,Friday,30,1984.0,Etihad Airways,1 stop,1 stop,22h 25m,18h 05m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-12,Wednesday,2025-03-15,Saturday,3,2545.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-19,Wednesday,2025-03-22,Saturday,3,1294.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-12,Wednesday,2025-03-17,Monday,5,1761.0,"United Airlines • Operated by Republic Airways DBA United Express, flydubai",2 stops,2 stops,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-19,Wednesday,2025-03-24,Monday,5,503.0,"WestJet, Porter Airlines • Operated by Westjet Encore",1 stop,1 stop,6h 54m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-12,Wednesday,2025-03-19,Wednesday,7,1702.0,Egyptair,1 stop,1 stop,23h 25m,17h 50m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-19,Wednesday,2025-03-26,Wednesday,7,1050.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-12,Wednesday,2025-03-22,Saturday,10,1704.0,Egyptair,1 stop,1 stop,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-19,Wednesday,2025-03-29,Saturday,10,802.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-12,Wednesday,2025-03-26,Wednesday,14,1602.0,Egyptair,1 stop,1 stop,23h 25m,17h 50m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-19,Wednesday,2025-04-02,Wednesday,14,872.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,6h 54m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-12,Wednesday,2025-04-11,Friday,30,1570.0,Egyptair,1 stop,1 stop,23h 25m,18h 05m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-19,Wednesday,2025-04-18,Friday,30,1045.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,9h 30m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-19,Wednesday,2025-03-22,Saturday,3,2097.0,"Lufthansa • Operated by Oman Air, Air Canada",1 stop,2 stops,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-26,Wednesday,2025-03-29,Saturday,3,717.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,6h 54m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-19,Wednesday,2025-03-24,Monday,5,1861.0,"United Airlines • Operated by Republic Airways DBA United Express, flydubai",2 stops,2 stops,16h 25m,17h 55m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-26,Wednesday,2025-03-31,Monday,5,716.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-19,Wednesday,2025-03-26,Wednesday,7,1615.0,"United Airlines • Operated by Republic Airways DBA United Express, flydubai",2 stops,2 stops,21h 00m,19h 20m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-26,Wednesday,2025-04-05,Saturday,10,657.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 54m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-19,Wednesday,2025-03-29,Saturday,10,1966.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-19,Wednesday,2025-04-02,Wednesday,14,1592.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-26,Wednesday,2025-04-09,Wednesday,14,761.0,Air Canada • Operated by Air Canada Express - Jazz,direct,1 stop,8h 55m,8h 28m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-19,Wednesday,2025-04-18,Friday,30,1732.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-03-26,Wednesday,2025-04-25,Friday,30,690.0,Air Canada • Operated by Air Canada Express - Jazz,direct,2 stops,6h 54m,10h 08m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-02,Wednesday,2025-04-05,Saturday,3,664.0,"Air Canada • Operated by Air Canada Express - Jazz, Air Canada Rouge",direct,1 stop,6h 39m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-26,Wednesday,2025-03-29,Saturday,3,2545.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-02,Wednesday,2025-04-07,Monday,5,671.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 39m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-26,Wednesday,2025-03-31,Monday,5,1547.0,"United Airlines • Operated by Air Canada Express - Jazz, flydubai",2 stops,2 stops,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-02,Wednesday,2025-04-09,Wednesday,7,599.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 39m,8h 28m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-26,Wednesday,2025-04-02,Wednesday,7,1753.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-02,Wednesday,2025-04-12,Saturday,10,865.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,4h 04m,7h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-26,Wednesday,2025-04-05,Saturday,10,2371.0,Emirates • Operated by flydubai,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-26,Wednesday,2025-04-09,Wednesday,14,1592.0,Etihad Airways,1 stop,1 stop,16h 25m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-02,Wednesday,2025-04-16,Wednesday,14,599.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 39m,8h 23m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-02,Wednesday,2025-05-02,Friday,30,690.0,Air Canada • Operated by Air Canada Rouge,direct,direct,4h 04m,3h 46m,,,,,,,
2025-03-04,YYZ,MCT,2025-03-26,Wednesday,2025-04-25,Friday,30,2254.0,Etihad Airways,1 stop,1 stop,16h 25m,22h 00m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-09,Wednesday,2025-04-12,Saturday,3,837.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,7h 01m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-09,Wednesday,2025-04-14,Monday,5,613.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-02,Wednesday,2025-04-05,Saturday,3,1924.0,"United Airlines • Operated by Emirates, Republic Airways DBA United Express, flydubai",2 stops,2 stops,21h 10m,28h 35m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-02,Wednesday,2025-04-07,Monday,5,1844.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-09,Wednesday,2025-04-16,Wednesday,7,549.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,8h 23m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-09,Wednesday,2025-04-19,Saturday,10,854.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,6h 37m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-02,Wednesday,2025-04-09,Wednesday,7,1753.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YUL,2025-08-13,Wednesday,2025-08-23,Saturday,10,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 20m,1h 26m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-09,Wednesday,2025-04-23,Wednesday,14,616.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-02,Wednesday,2025-04-12,Saturday,10,1802.0,Etihad Airways,1 stop,1 stop,15h 55m,22h 00m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-09,Wednesday,2025-05-09,Friday,30,690.0,Air Canada • Operated by Air Canada Rouge,direct,direct,4h 04m,3h 46m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-02,Wednesday,2025-04-16,Wednesday,14,1592.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-16,Wednesday,2025-04-19,Saturday,3,854.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,4h 04m,7h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-16,Wednesday,2025-04-21,Monday,5,1760.0,"Air Canada, United Airlines • Operated by Air Canada, Air Canada Rouge",direct,2 stops,4h 04m,16h 45m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-02,Wednesday,2025-05-02,Friday,30,1847.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-16,Wednesday,2025-04-23,Wednesday,7,616.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,8h 23m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-09,Wednesday,2025-04-12,Saturday,3,2730.0,Etihad Airways,1 stop,1 stop,16h 30m,24h 00m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-16,Wednesday,2025-04-26,Saturday,10,614.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,6h 42m,7h 01m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-09,Wednesday,2025-04-14,Monday,5,1969.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YUL,2025-08-20,Wednesday,2025-08-23,Saturday,3,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 26m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-09,Wednesday,2025-04-16,Wednesday,7,1753.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-09,Wednesday,2025-04-19,Saturday,10,2591.0,Ethiopian Air,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-09,Wednesday,2025-04-23,Wednesday,14,1761.0,"Air Canada • Operated by Emirates, flydubai",1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YUL,2025-08-20,Wednesday,2025-08-27,Wednesday,7,518.0,Porter Airlines • Operated by Air Transat,direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-09,Wednesday,2025-05-09,Friday,30,1975.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-16,Wednesday,2025-04-19,Saturday,3,2730.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-16,Wednesday,2025-04-21,Monday,5,2174.0,"Qatar Airways, Air Canada",1 stop,2 stops,21h 10m,19h 15m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-16,Wednesday,2025-04-23,Wednesday,7,2042.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YUL,2025-08-20,Wednesday,2025-09-03,Wednesday,14,494.0,"Air Transat, WestJet • Operated by Porter Airlines",direct,direct,1h 22m,1h 25m,,,,,,,
2025-03-04,YYZ,MCT,2025-04-16,Wednesday,2025-04-26,Saturday,10,1968.0,Etihad Airways,1 stop,1 stop,15h 55m,17h 10m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-23,Wednesday,2025-05-07,Wednesday,14,614.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,4h 04m,3h 46m,,,,,,,
2025-03-04,YYZ,YMM,2025-04-30,Wednesday,2025-05-30,Friday,30,716.0,Air Canada • Operated by Air Canada Rouge,direct,direct,4h 04m,3h 46m,,,,,,,
2025-03-04,YYZ,YMM,2025-05-07,Wednesday,2025-05-17,Saturday,10,733.0,"Air Canada • Operated by Air Canada Express - Jazz, Air Canada Rouge",direct,1 stop,4h 04m,6h 25m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-05,Wednesday,2025-03-08,Saturday,3,1839.0,United Airlines • Operated by Air Canada,1 stop,2 stops,20h 05m,18h 22m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-05,Wednesday,2025-03-08,Saturday,3,1060.0,WestJet,direct,direct,5h 10m,4h 40m,,,,,,,
2025-03-04,YVR,LGW,2025-03-05,Wednesday,2025-03-08,Saturday,3,2933.0,"WestJet, Icelandair",2 stops,1 stop,16h 55m,13h 05m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-05,Wednesday,2025-03-10,Monday,5,1789.0,United Airlines • Operated by Air Canada,1 stop,1 stop,20h 05m,18h 52m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-05,Wednesday,2025-03-10,Monday,5,387.0,Flair Airlines,direct,direct,5h 10m,4h 40m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-05,Wednesday,2025-03-12,Wednesday,7,1789.0,United Airlines • Operated by Air Canada,1 stop,1 stop,20h 05m,18h 52m,,,,,,,
2025-03-04,YVR,LGW,2025-03-05,Wednesday,2025-03-12,Wednesday,7,2471.0,"WestJet, Icelandair",2 stops,1 stop,16h 55m,13h 05m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-05,Wednesday,2025-03-15,Saturday,10,2167.0,United Airlines,1 stop,2 stops,20h 05m,18h 29m,,,,,,,
2025-03-04,YVR,LGW,2025-03-05,Wednesday,2025-03-15,Saturday,10,2738.0,"WestJet, Icelandair",2 stops,1 stop,15h 30m,16h 24m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-05,Wednesday,2025-03-15,Saturday,10,1046.0,Flair Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YVR,LGW,2025-03-05,Wednesday,2025-03-19,Wednesday,14,2203.0,"Air Transat, Icelandair • Operated by Porter Airlines",1 stop,1 stop,15h 30m,13h 05m,,,,,,,
2025-03-04,YVR,LGW,2025-03-05,Wednesday,2025-04-04,Friday,30,2134.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,15h 30m,16h 20m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-05,Wednesday,2025-04-04,Friday,30,2227.0,United Airlines,1 stop,2 stops,20h 05m,18h 58m,,,,,,,
2025-03-04,YVR,LGW,2025-03-12,Wednesday,2025-03-15,Saturday,3,2528.0,"WestJet, Icelandair",2 stops,1 stop,16h 45m,16h 24m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-12,Wednesday,2025-03-15,Saturday,3,2143.0,"United Airlines • Operated by Air Canada, Skywest DBA United Express",1 stop,2 stops,19h 30m,18h 29m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-12,Wednesday,2025-03-15,Saturday,3,441.0,Flair Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-12,Wednesday,2025-03-17,Monday,5,1841.0,"United Airlines • Operated by Air Canada, Skywest DBA United Express",1 stop,2 stops,19h 30m,18h 29m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-12,Wednesday,2025-03-17,Monday,5,345.0,Flair Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YVR,LGW,2025-03-12,Wednesday,2025-03-19,Wednesday,7,2296.0,"WestJet, Icelandair",2 stops,1 stop,17h 55m,13h 05m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-12,Wednesday,2025-03-19,Wednesday,7,1811.0,"United Airlines, ANA • Operated by United Airlines",1 stop,1 stop,19h 30m,18h 52m,,,,,,,
2025-03-04,YVR,LGW,2025-03-12,Wednesday,2025-03-22,Saturday,10,2470.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,16h 30m,16h 24m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-12,Wednesday,2025-03-19,Wednesday,7,438.0,Flair Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YVR,LGW,2025-03-12,Wednesday,2025-03-26,Wednesday,14,1646.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,20h 45m,20h 24m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-12,Wednesday,2025-03-22,Saturday,10,2035.0,"United Airlines • Operated by Air Canada, Skywest DBA United Express",1 stop,2 stops,19h 30m,18h 29m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-12,Wednesday,2025-03-22,Saturday,10,513.0,Porter Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-12,Wednesday,2025-03-26,Wednesday,14,1935.0,United Airlines • Operated by Air Canada,1 stop,1 stop,19h 30m,18h 52m,,,,,,,
2025-03-04,YVR,LGW,2025-03-12,Wednesday,2025-04-11,Friday,30,2388.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,16h 45m,16h 20m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-12,Wednesday,2025-03-26,Wednesday,14,350.0,Porter Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YVR,LGW,2025-03-19,Wednesday,2025-03-22,Saturday,3,2951.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,20h 45m,16h 24m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-12,Wednesday,2025-04-11,Friday,30,2317.0,"United Airlines, ANA • Operated by Star Flyer, Air Canada",1 stop,2 stops,19h 30m,21h 05m,,,,,,,
2025-03-04,YVR,LGW,2025-03-19,Wednesday,2025-03-24,Monday,5,2435.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,16h 45m,16h 24m,,,,,,,
2025-03-04,YYZ,KIX,2025-03-19,Wednesday,2025-03-22,Saturday,3,2067.0,"Multiple Airlines • Operated by United Airlines, Star Flyer",1 stop,2 stops,21h 05m,18h 29m,,,,,,,
2025-03-04,YYZ,YVR,2025-03-19,Wednesday,2025-03-22,Saturday,3,204.0,Flair Airlines,direct,direct,5h 10m,4h 30m,,,,,,,
2025-03-04,YVR,LGW,2025-03-19,Wednesday,2025-03-26,Wednesday,7,2298.0,SWISS • Operated by Air Canada,2 stops,2 stops,16h 45m,18h 25m,,,,,,,
